task_id,source,split,db_id,database_uid,scenario,scenario_zh,question,gold_sql,evidence,original_sample_index,original_source_path,schema_ref,schema_markdown_ref,knowledge_ref,execution_status,result_mode,result_columns,result_row_count,verification_sql,verification_result_row_count,is_corrected,correction_category,correction_type,correction_reason,original_question,original_gold_sql
task_001535,train,train,airline,train__airline,aviation_airport,机场航空,How many planes of Spirit Air Lines took off on 2018/8/7?,SELECT COUNT(DISTINCT a.TAIL_NUM) FROM Airlines AS a JOIN `Air Carriers` AS ac ON a.OP_CARRIER_AIRLINE_ID = ac.Code WHERE a.FL_DATE = '2018/8/7' AND ac.Description = 'Spirit Air Lines: NK',Spirit Air Lines refers to Description = 'Spirit Air Lines: NK'; on 2018/8/7 refers to FL_DATE = '2018/8/7';,381,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""COUNT(DISTINCT a.TAIL_NUM)""]",1,,,True,题目有歧义 / 计数口径差异,sql,题目说 How many planes，更自然是 distinct TAIL_NUM；原 Gold 统计 Spirit 当天 flight 记录数。,How many planes of Spirit Air Lines took off on 2018/8/7?,SELECT COUNT(T2.Code) FROM Airlines AS T1 INNER JOIN `Air Carriers` AS T2 ON T1.OP_CARRIER_AIRLINE_ID = T2.Code WHERE T1.FL_DATE = '2018/8/7' AND T2.Description = 'Spirit Air Lines: NK'
task_001536,train,train,airline,train__airline,aviation_airport,机场航空,"For the flight with the tail number 'N702SK', which air carrier does it belong to?",SELECT T2.Description FROM Airlines AS T1 INNER JOIN `Air Carriers` AS T2 ON T1.OP_CARRIER_AIRLINE_ID = T2.Code WHERE T1.TAIL_NUM = 'N702SK' GROUP BY T2.Description,tail number refers to TAIL_NUM; TAIL_NUM = 'N702SK';,382,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",1,,,False,,,,,
task_001537,train,train,airline,train__airline,aviation_airport,机场航空,Provide the name of the airport which landed the most number of flights on 2018/8/15.,"SELECT ap.Description FROM Airports AS ap JOIN Airlines AS a ON ap.Code = a.DEST WHERE a.FL_DATE = '2018/8/15' GROUP BY ap.Code, ap.Description ORDER BY COUNT(*) DESC LIMIT 1",name of the airport refers to Description; airport that landed the most number of flights refers to MAX(COUNT(DEST)); on 2018/8/15 refers to FL_DATE = '2018/8/15';,383,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",1,,,True,评测标准有问题,sql,题目问 landed most number of flights，应按 DEST 分组计数降序；原 Gold 只是按 DEST 字符串排序。,Provide the name of the airport which landed the most number of flights on 2018/8/15.,SELECT T1.Description FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.DEST WHERE T2.FL_DATE = '2018/8/15' ORDER BY T2.DEST DESC LIMIT 1
task_001538,train,train,airline,train__airline,aviation_airport,机场航空,"For the flight from ATL to PHL on 2018/8/1 that scheduled local departure time as ""2040"", which air carrier does this flight belong to?",SELECT T2.Description FROM Airlines AS T1 INNER JOIN `Air Carriers` AS T2 ON T1.OP_CARRIER_AIRLINE_ID = T2.Code WHERE T1.FL_DATE = '2018/8/1' AND T1.ORIGIN = 'ATL' AND T1.DEST = 'PHL' AND T1.CRS_DEP_TIME = '2040' GROUP BY T2.Description,flight from ATL refers to ORIGIN = 'ATL'; flight to PHL refers to DEST = 'PHL'; on 2018/8/1 refers to FL_DATE = '2018/8/1'; local departure time refers to CRS_DEP_TIME; CRS_DEP_TIME = '2040';,384,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",1,,,False,,,,,
task_001539,train,train,airline,train__airline,aviation_airport,机场航空,Tell the number of flights that landed at Lake Charles Regional Airport on 2018/8/15.,"SELECT COUNT(T1.Code) FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.DEST WHERE T2.FL_DATE = '2018/8/15' AND T1.Description = 'Lake Charles, LA: Lake Charles Regional'","landed at refers to DEST; Lake Charles Regional Airport refers to Description = 'Lake Charles, LA: Lake Charles Regional'; on 2018/8/15 refers to FL_DATE = '2018/8/15';",385,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""COUNT(T1.Code)""]",1,,,False,,,,,
task_001540,train,train,airline,train__airline,aviation_airport,机场航空,How many flights were there from San Diego International airport to Los Angeles International airport in the August of 2018?,"SELECT COUNT(FL_DATE) FROM Airlines WHERE FL_DATE LIKE '2018/8%' AND ORIGIN = ( SELECT T2.ORIGIN FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.ORIGIN WHERE T1.Description = 'San Diego, CA: San Diego International' ) AND DEST = ( SELECT T4.DEST FROM Airports AS T3 INNER JOIN Airlines AS T4 ON T3.Code = T4.DEST WHERE T3.Description = 'Los Angeles, CA: Los Angeles International' )","flights from refers to ORIGIN; San Diego International airport refers to Description = 'San Diego, CA: San Diego International'; flights to refers to DEST; Los Angeles International airport refers to Description = 'Los Angeles, CA: Los Angeles International'; in the August of 2018 refers to FL_DATE like '2018/8%';",386,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""COUNT(FL_DATE)""]",1,,,False,,,,,
task_001541,train,train,airline,train__airline,aviation_airport,机场航空,What is the percentage of flights from Los Angeles International airport that were cancelled due to a type C cancellation code?,"SELECT SUM(CASE WHEN a.CANCELLED = 1 AND a.CANCELLATION_CODE = 'C' THEN 1.0 ELSE 0 END) * 100.0 / COUNT(*) FROM Airports AS ap JOIN Airlines AS a ON ap.Code = a.ORIGIN WHERE ap.Description = 'Los Angeles, CA: Los Angeles International'","percentage = MULTIPLY(DIVIDE(SUM(CANCELLATION_CODE = 'C'), COUNT(Code)), 100); flights from refers to ORIGIN; Los Angeles International airport refers to Description = 'Los Angeles, CA: Los Angeles International'; cancelled refers to Cancelled = 1; cancelled due to a type C cancellation code refers to CANCELLATION_CODE = 'C';",387,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""SUM(CASE WHEN a.CANCELLED = 1 AND a.CANCELLATION_CODE = 'C' THEN 1.0 ELSE 0 END) * 100.0 / COUNT(*)""]",1,,,True,Gold SQL 分母口径错误,sql,题目问从 LAX 出发航班中因 C 类代码取消的比例，原 Gold 限定日期且分母只含有取消代码的航班；修复为以全部 LAX 出发航班为分母。,What is the percentage of flights from Los Angeles International airport that were cancelled due to a type C cancellation code?,"SELECT CAST(SUM(CASE WHEN T2.CANCELLATION_CODE = 'C' THEN 1.0 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.ORIGIN WHERE T2.FL_DATE = '2018/8/15' AND T2.CANCELLATION_CODE IS NOT NULL AND T1.Description = 'Los Angeles, CA: Los Angeles International'"
task_001542,train,train,airline,train__airline,aviation_airport,机场航空,What is the percentage of flights which landed at Pittsburgh were faster than scheduled?,SELECT 100.0 * SUM(CASE WHEN a.ACTUAL_ELAPSED_TIME < a.CRS_ELAPSED_TIME THEN 1 ELSE 0 END) / COUNT(*) FROM Airlines AS a JOIN Airports AS ap ON ap.Code = a.DEST WHERE ap.Description LIKE '%Pittsburgh%' AND a.CRS_ELAPSED_TIME IS NOT NULL AND a.ACTUAL_ELAPSED_TIME IS NOT NULL,"percentage = MULTIPLY(DIVIDE(SUM(ACTUAL_ELAPSED_TIME < T2.CRS_ELAPSED_TIME), COUNT(Code)), 100); landed at refers to DEST; Pittsburgh refers to Description which contains 'Pittsburgh'; faster than scheduled refers to ACTUAL_ELAPSED_TIME < CRS_ELAPSED_TIME;",388,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""100.0 * SUM(CASE WHEN a.ACTUAL_ELAPSED_TIME < a.CRS_ELAPSED_TIME THEN 1 ELSE 0 END) / COUNT(*)""]",1,,,True,基本无实质错误 / NULL 分母口径差异,sql,预测和 Gold 核心逻辑一致；显式排除 CRS/ACTUAL elapsed time 的 NULL 更稳妥，避免 NULL 记录进入分母。,What is the percentage of flights which landed at Pittsburgh were faster than scheduled?,SELECT CAST(SUM(CASE WHEN T1.ACTUAL_ELAPSED_TIME < T1.CRS_ELAPSED_TIME THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM Airlines AS T1 INNER JOIN Airports AS T2 ON T2.Code = T1.DEST WHERE T2.Description LIKE '%Pittsburgh%' AND T1.CRS_ELAPSED_TIME IS NOT NULL AND T1.ACTUAL_ELAPSED_TIME IS NOT NULL
task_001543,train,train,airline,train__airline,aviation_airport,机场航空,What is the description of the airline code 19049?,SELECT Description FROM `Air Carriers` WHERE Code = 19049,,389,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",1,,,False,,,,,
task_001544,train,train,airline,train__airline,aviation_airport,机场航空,How many flights departed on time on 8/1/2018?,SELECT COUNT(*) FROM Airlines WHERE FL_DATE = '2018/8/1' AND DEP_DELAY <= 0,departed on time refers to DEP_DELAY < = 0; on 8/1/2018 refers to FL_DATE = '2018/8/1';,390,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""COUNT(*)""]",1,,,False,,,,,
task_001545,train,train,airline,train__airline,aviation_airport,机场航空,"What are the codes of the airport found in Ankara, Turkey?","SELECT Code FROM Airports WHERE Description LIKE '%Ankara, Turkey%'","airport found in Ankara, Turkey refers to Description like '%Ankara, Turkey%';",391,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Code""]",3,,,False,,,,,
task_001546,train,train,airline,train__airline,aviation_airport,机场航空,How long was the longest minute delay caused by a weather problem in airport id 12264?,SELECT WEATHER_DELAY FROM Airlines WHERE ORIGIN_AIRPORT_ID = 12264 ORDER BY WEATHER_DELAY DESC LIMIT 1,longest minute delay caused by a weather problem refers to MAX(WEATHER_DELAY); airport id refers to ORIGIN_AIRPORT_ID; ORIGIN_AIRPORT_ID = 12264;,392,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""WEATHER_DELAY""]",1,,,False,,,,,
task_001547,train,train,airline,train__airline,aviation_airport,机场航空,"What is the IATA code of the Anita Bay Airport in Anita Bay, Alaska?","SELECT Code FROM Airports WHERE Description = 'Anita Bay, AK: Anita Bay Airport'","IATA code refers to Code; Anita Bay Airport in Anita Bay, Alaska refers to Description = 'Anita Bay, AK: Anita Bay Airport';",393,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Code""]",1,,,False,,,,,
task_001548,train,train,airline,train__airline,aviation_airport,机场航空,What is the origin airport id that recorded the longest delay due to a late aircraft?,SELECT ORIGIN_AIRPORT_ID FROM Airlines ORDER BY LATE_AIRCRAFT_DELAY DESC LIMIT 1,origin airport id refers to ORIGIN_AIRPORT_ID; longest delay due to a late aircraft refers to MAX(LATE_AIRCRAFT_DELAY);,394,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""ORIGIN_AIRPORT_ID""]",1,,,False,,,,,
task_001549,train,train,airline,train__airline,aviation_airport,机场航空,How many flights depart to Hartsfield-Jackson Atlanta International from Chicago O'Hare International?,"SELECT COUNT(FL_DATE) FROM Airlines WHERE ORIGIN = ( SELECT T2.ORIGIN FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.ORIGIN WHERE T1.Description = 'Chicago, IL: Chicago O''Hare International' ) AND DEST = ( SELECT T4.DEST FROM Airports AS T3 INNER JOIN Airlines AS T4 ON T3.Code = T4.DEST WHERE T3.Description = 'Atlanta, GA: Hartsfield-Jackson Atlanta International' )","depart to refers to DEST; Hartsfield-Jackson Atlanta International refers to Description = 'Atlanta, GA: Hartsfield-Jackson Atlanta International'; depart from refers to ORIGIN; Chicago O'Hare International refes to Description = 'Chicago, IL: Chicago O'Hare International';",395,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""COUNT(FL_DATE)""]",1,,,False,,,,,
task_001550,train,train,airline,train__airline,aviation_airport,机场航空,How many planes does Southwest Airlines Co. have?,SELECT COUNT(T3.TAIL_NUM) FROM ( SELECT T1.TAIL_NUM FROM Airlines AS T1 INNER JOIN `Air Carriers` AS T2 ON T1.OP_CARRIER_AIRLINE_ID = T2.Code WHERE T2.Description = 'Southwest Airlines Co.: WN' GROUP BY T1.TAIL_NUM ) T3,planes refers to TAIL_NUM; Southwest Airlines Co. refers to Description = 'Southwest Airlines Co.: WN';,396,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""COUNT(T3.TAIL_NUM)""]",1,,,False,,,,,
task_001551,train,train,airline,train__airline,aviation_airport,机场航空,"On August 2018, which day had the highest number of cancelled flights due to the most serious reasons in Dallas/Fort Worth International?","SELECT T2.FL_DATE FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.ORIGIN WHERE T2.FL_DATE LIKE '2018/8%' AND T1.Description = 'Dallas/Fort Worth, TX: Dallas/Fort Worth International' AND T2.ORIGIN = 'DFW' AND T2.CANCELLED = 1 AND T2.CANCELLATION_CODE = 'A' GROUP BY T2.FL_DATE ORDER BY COUNT(T2.FL_DATE) DESC LIMIT 1","On August 2018 refers to FL_DATE like '2018/8%'; day with the highest number of cancelled flights refers to MAX(COUNT(FL_DATE WHERE CANCELLED = 1)); cancelled due to the most serious reasons refers to CANCELLATION_CODE = 'A'; in Dallas/Fort Worth International refers to Description = 'Dallas/Fort Worth, TX: Dallas/Fort Worth International';",397,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""FL_DATE""]",1,,,False,,,,,
task_001552,train,train,airline,train__airline,aviation_airport,机场航空,List the tail numbers of all the aircraft that arrived on time at Meadows Field airport in August of 2018?,"SELECT T2.TAIL_NUM FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.DEST WHERE T2.FL_DATE LIKE '2018/8%' AND T1.Description = 'Bakersfield, CA: Meadows Field' AND T2.DEST = 'BFL' AND T2.ARR_DELAY <= 0 GROUP BY T2.TAIL_NUM","tail number refers to TAIL_NUM; arrived on time refers to ARR_DELAY < = 0; Meadows Field airport refers to Description = 'Bakersfield, CA: Meadows Field'; in August of 2018 refers to FL_DATE like '2018/8%';",398,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""TAIL_NUM""]",74,,,False,,,,,
task_001553,train,train,airline,train__airline,aviation_airport,机场航空,"Among the airports whose destination is Logan International, what is the airline id of the carrier operator with the highest delay in minutes due to security?","SELECT T2.OP_CARRIER_AIRLINE_ID FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.DEST WHERE T1.Description = 'Boston, MA: Logan International' AND T2.DEST = 'BOS' ORDER BY T2.SECURITY_DELAY DESC LIMIT 1","destination refers to DEST; Logan International refers to Description = 'Boston, MA: Logan International'; airline id of the carrier operator refers to OP_CARRIER_AIRLINE_ID; highest delay in minutes due to security refers to MAX(SECURITY_DELAY);",399,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""OP_CARRIER_AIRLINE_ID""]",1,,,False,,,,,
task_001554,train,train,airline,train__airline,aviation_airport,机场航空,What are the names of the top 5 airlines with the highest number of aircraft?,"SELECT ac.Description FROM Airlines AS a JOIN `Air Carriers` AS ac ON a.OP_CARRIER_AIRLINE_ID = ac.Code GROUP BY ac.Code, ac.Description ORDER BY COUNT(DISTINCT a.TAIL_NUM) DESC LIMIT 5",names of the airlines refers to Description; highest number of aircraft refers to MAX(COUNT(TAIL_NUM));,400,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",5,,,True,评测标准有问题,sql,题目问 highest number of aircraft，应按 COUNT(DISTINCT TAIL_NUM) 排序；原 Gold 按 TAIL_NUM 字符串排序。,What are the names of the top 5 airlines with the highest number of aircraft?,SELECT T2.Description FROM Airlines AS T1 INNER JOIN `Air Carriers` AS T2 ON T1.OP_CARRIER_AIRLINE_ID = T2.Code GROUP BY T2.Description ORDER BY T1.TAIL_NUM DESC LIMIT 5
task_001555,train,train,airline,train__airline,aviation_airport,机场航空,What is the name of the airline with the highest number of non-cancelled flights?,SELECT T2.Description FROM Airlines AS T1 INNER JOIN `Air Carriers` AS T2 ON T1.OP_CARRIER_AIRLINE_ID = T2.Code WHERE T1.CANCELLED = 0 GROUP BY T2.Description ORDER BY COUNT(T1.CANCELLED) DESC LIMIT 1,names of the airlines refers to Description; highest number of non-cancelled flights refers to MAX(COUNT(CANCELLED = 0));,401,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",1,,,False,,,,,
task_001556,train,train,airline,train__airline,aviation_airport,机场航空,Give the name of the airline to which tail number N202NN belongs to.,SELECT T2.Description FROM Airlines AS T1 INNER JOIN `Air Carriers` AS T2 ON T1.OP_CARRIER_AIRLINE_ID = T2.Code WHERE T1.TAIL_NUM = 'N202NN' GROUP BY T2.Description,name of the airline refers to Description; tail number refers to TAIL_NUM; TAIL_NUM = 'N202NN';,402,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",1,,,False,,,,,
task_001557,train,train,airline,train__airline,aviation_airport,机场航空,What is the name of the airline that flew the most flights to Chicago Midway International?,"SELECT T3.Description FROM Airports AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.DEST INNER JOIN `Air Carriers` AS T3 ON T2.OP_CARRIER_AIRLINE_ID = T3.Code WHERE T1.Description = 'Chicago, IL: Chicago Midway International' AND T2.DEST = 'MDW' GROUP BY T3.Description ORDER BY COUNT(T3.Description) DESC LIMIT 1","name of the airline refers to Description; flights to refers to DEST; Chicago Midway International refers to Description = 'Chicago, IL: Chicago Midway International'; most flights to Chicago Midway International refers to MAX(COUNT(DEST WHERE Description = 'Chicago, IL: Chicago Midway International'));",403,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",1,,,False,,,,,
task_001558,train,train,airline,train__airline,aviation_airport,机场航空,What is the tail number of a Compass Airline's plane that flew the most number of flights from LAX to ABQ?,SELECT a.TAIL_NUM FROM Airlines AS a JOIN `Air Carriers` AS ac ON a.OP_CARRIER_AIRLINE_ID = ac.Code WHERE ac.Description = 'Compass Airlines: CP' AND a.ORIGIN = 'LAX' AND a.DEST = 'ABQ' GROUP BY a.TAIL_NUM ORDER BY COUNT(*) DESC LIMIT 1,tail number refers to TAIL_NUM; Compass Airline refers to Description = 'Compass Airlines: CP'; flew the most number of lights from LAX TO ABQ refers to MAX(COUNT(OP_CARRIER_AIRLINE_ID WHERE ORIGIN = 'LAX' and DEST = 'ABQ')); from LAX refers to ORIGIN = 'LAX'; to ABQ refers to DEST = 'ABQ';,404,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""TAIL_NUM""]",1,,,True,评测标准有问题,sql,题目问 tail number，原 Gold 返回 OP_CARRIER_AIRLINE_ID 字段错误；修复版返回飞行次数最多的 TAIL_NUM。,What is the tail number of a Compass Airline's plane that flew the most number of flights from LAX to ABQ?,SELECT T2.OP_CARRIER_AIRLINE_ID FROM `Air Carriers` AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.OP_CARRIER_AIRLINE_ID WHERE T1.Description = 'Compass Airlines: CP' AND T2.ORIGIN = 'LAX' AND T2.DEST = 'ABQ' GROUP BY T2.OP_CARRIER_AIRLINE_ID ORDER BY COUNT(T2.OP_CARRIER_AIRLINE_ID) DESC LIMIT 1
task_001559,train,train,airline,train__airline,aviation_airport,机场航空,Which airport did Republic Airline fly the most from?,SELECT T2.DEST FROM `Air Carriers` AS T1 INNER JOIN Airlines AS T2 ON T1.Code = T2.OP_CARRIER_AIRLINE_ID WHERE T1.Description = 'Republic Airline: YX' GROUP BY T2.DEST ORDER BY COUNT(T2.DEST) DESC LIMIT 1,Republic Airline refers to Description = 'Republic Airline: YX'; fly the most from refers to MAX(COUNT(ORIGIN));,405,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""DEST""]",1,,,False,,,,,
task_001560,train,train,airline,train__airline,aviation_airport,机场航空,Which airline does the aircraft with the fastest flight belong to?,SELECT c.Description FROM Airlines AS a JOIN `Air Carriers` AS c ON a.OP_CARRIER_AIRLINE_ID = c.Code WHERE a.ACTUAL_ELAPSED_TIME IS NOT NULL AND a.CRS_ELAPSED_TIME IS NOT NULL ORDER BY a.ACTUAL_ELAPSED_TIME - a.CRS_ELAPSED_TIME ASC LIMIT 1,"fastest flight refers to MIN(SUBTRACT(ACTUAL_ELAPSED_TIME, CRS_ELAPSED_TIME));",406,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Description""]",1,,,True,Gold SQL 输出字段错误,sql,题目问 airline，原 Gold 返回 airline ID；修复为返回 Air Carriers.Description。,Which airline does the aircraft with the fastest flight belong to?,SELECT T1.OP_CARRIER_AIRLINE_ID FROM Airlines AS T1 INNER JOIN Airports AS T2 ON T1.ORIGIN = T2.Code WHERE T1.ACTUAL_ELAPSED_TIME IS NOT NULL AND T1.CRS_ELAPSED_TIME IS NOT NULL ORDER BY T1.ACTUAL_ELAPSED_TIME - T1.CRS_ELAPSED_TIME ASC LIMIT 1
task_001561,train,train,airline,train__airline,aviation_airport,机场航空,How many hours in total did all of the Delta Air Lines aircraft were delayed due to a late aircraft in August of 2018? Identify the plane number of the aircraft with the highest delayed hours.,"WITH delta AS (SELECT a.TAIL_NUM, a.LATE_AIRCRAFT_DELAY FROM Airlines AS a JOIN `Air Carriers` AS c ON c.Code = a.OP_CARRIER_AIRLINE_ID WHERE a.FL_DATE LIKE '2018/8/%' AND c.Description = 'Delta Air Lines Inc.: DL' AND a.LATE_AIRCRAFT_DELAY IS NOT NULL), total_delay AS (SELECT SUM(LATE_AIRCRAFT_DELAY) / 60.0 AS total_late_aircraft_delay_hours FROM delta), plane_delay AS (SELECT TAIL_NUM, SUM(LATE_AIRCRAFT_DELAY) / 60.0 AS late_aircraft_delay_hours FROM delta GROUP BY TAIL_NUM ORDER BY late_aircraft_delay_hours DESC LIMIT 1) SELECT total_delay.total_late_aircraft_delay_hours, plane_delay.TAIL_NUM FROM total_delay CROSS JOIN plane_delay","hours in total = DIVIDE(SUM(LATE_AIRCRAFT_DELAY), 60); Delta Air Lines refers to Description = 'Delta Air Lines Inc.: DL'; delayed due to a late aircraft refers to LATE_AIRCRAFT_DELAY; in August of 2018 refers to FL_DATE like '2018/8/%'; plane number refers to TAIL_NUM; highest delayed hours refers to MAX(DIVIDE(SUM(LATE_AIRCRAFT_DELAY),60));",407,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""total_late_aircraft_delay_hours"", ""TAIL_NUM""]",1,,,True,Gold SQL 聚合口径错误,sql,题目同时要求 Delta 八月 late aircraft 总延误小时和延误最高飞机号，原 Gold 只返回单架飞机聚合；修复为一行两列。,How many hours in total did all of the Delta Air Lines aircraft were delayed due to a late aircraft in August of 2018? Identify the plane number of the aircraft with the highest delayed hours.,"SELECT T1.TAIL_NUM, SUM(CAST(T1.LATE_AIRCRAFT_DELAY AS REAL) / 60) AS delay FROM Airlines AS T1 INNER JOIN `Air Carriers` AS T2 ON T2.Code = T1.OP_CARRIER_AIRLINE_ID WHERE T1.FL_DATE LIKE '2018/8/%' AND T2.Description = 'Delta Air Lines Inc.: DL' ORDER BY delay DESC LIMIT 1"
task_001562,train,train,airline,train__airline,aviation_airport,机场航空,Please list any three airports with their codes.,"SELECT Code, Description FROM Airports LIMIT 3",,408,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Code"", ""Description""]",3,,,False,,,,,
task_001563,train,train,airline,train__airline,aviation_airport,机场航空,What is the code of Mississippi Valley Airlines?,SELECT Code FROM `Air Carriers` WHERE Description LIKE 'Mississippi Valley Airlines%',Mississippi Valley Airlines refers to Description like 'Mississippi Valley Airlines%';,409,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""Code""]",1,,,False,,,,,
task_001564,train,train,airline,train__airline,aviation_airport,机场航空,What is the scheduled local departure time and the actual departure time of the flight from Philadelphia to Harrisburg with the plane's tail number N627AE on the 13th of August 2018?,"SELECT CRS_DEP_TIME, DEP_TIME FROM Airlines WHERE ORIGIN = 'PHL' AND DEST = 'MDT' AND TAIL_NUM = 'N627AE' AND FL_DATE = '2018/8/13'",scheduled local departure time refers to CRS_DEP_TIME; actual departure time refers to DEP_TIME; from Philadelphia refers to ORIGIN = 'PHL'; to Harrisburg refers to DEST = 'MDT'; tail number refers to TAIL_NUM; TAIL_NUM = 'N627AE'; on the 13th of August 2018 refers to FL_DATE = '2018/8/13';,410,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""CRS_DEP_TIME"", ""DEP_TIME""]",1,,,False,,,,,
task_001565,train,train,airline,train__airline,aviation_airport,机场航空,"How many flights on the 1st of August 2018 were coming from Allentown, Pennsylvania?",SELECT COUNT(*) FROM Airlines WHERE FL_DATE = '2018/8/1' AND ORIGIN = 'ABE',"1st of August 2018 refers to FL_DATE = '2018/8/1'; coming from Allentown, Pennsylvania refers to ORIGIN = 'ABE';",411,train/train_traffic.json,schemas/by_database/train__airline.json,schemas/by_database/train__airline.md,knowledge/by_database/train__airline_knowledge_database.md,ok,full_rows,"[""COUNT(*)""]",1,,,False,,,,,
